galaxy,radial_bin,n_points,mean_W,mean_abs_W,max_abs_W,frac_W_neg,frac_W_gt_1
UGC05414,mid_disk,1,0.6020678486333589,0.6020678486333589,0.6020678486333589,0.0,0.0
UGC05414,outer_disk,1,0.7613990993051402,0.7613990993051402,0.7613990993051402,0.0,0.0
UGC05414,edge,2,1.0853383398787124,1.0853383398787124,1.1884693839462985,0.0,0.5
UGC05716,core,2,2.0673197809872517,2.0673197809872517,2.1767711322026844,0.0,1.0
UGC05716,inner_disk,2,2.840197909644131,2.840197909644131,3.1056382697498077,0.0,1.0
UGC05716,mid_disk,3,3.789658067587057,3.789658067587057,3.9822240984704713,0.0,1.0
UGC05716,outer_disk,2,3.805812496258156,3.805812496258156,3.8965979192687894,0.0,1.0
UGC05716,edge,3,4.093830947112431,4.093830947112431,4.649757727513745,0.0,1.0
UGC05721,core,7,0.5407349444893705,0.546714738051994,1.1643370473620223,0.14285714285714285,0.14285714285714285
UGC05721,inner_disk,7,2.8660467995030814,2.8660467995030814,4.1392328659726365,0.0,1.0
UGC05721,mid_disk,3,4.626904717421369,4.626904717421369,4.988735742790027,0.0,1.0
UGC05721,outer_disk,3,4.998359690431351,4.998359690431352,5.108860647678779,0.0,1.0
UGC05721,edge,3,5.384720111305895,5.384720111305896,5.661515439032366,0.0,1.0
UGC05750,core,5,0.46565172301781244,0.7159845541178882,1.566564321466988,0.4,0.2
UGC05750,inner_disk,3,1.6119549551882768,1.6119549551882768,1.786804468928473,0.0,1.0
UGC05750,mid_disk,2,1.636940161155878,1.636940161155878,1.8833498678475817,0.0,1.0
UGC05750,outer_disk,0,,,,,
UGC05750,edge,1,2.00520614487685,2.00520614487685,2.00520614487685,0.0,1.0
UGC05764,core,1,11.64038692945488,11.64038692945488,11.64038692945488,0.0,1.0
UGC05764,inner_disk,2,6.438662614891594,6.438662614891594,6.931676531334613,0.0,1.0
UGC05764,mid_disk,3,5.946936216309502,5.946936216309502,7.049074539214975,0.0,1.0
UGC05764,outer_disk,1,4.8600461442592495,4.8600461442592495,4.8600461442592495,0.0,1.0
UGC05764,edge,3,3.9600671289033174,3.9600671289033174,4.328899004939931,0.0,1.0
UGC05829,core,2,2.8011767273776695,2.8011767273776695,3.0096490852500253,0.0,1.0
UGC05829,inner_disk,2,2.996124382654669,2.996124382654669,3.0498156594629706,0.0,1.0
UGC05829,mid_disk,2,2.2304531125985347,2.2304531125985347,2.396708872730037,0.0,1.0
UGC05829,outer_disk,2,1.971672772120752,1.971672772120752,2.030188148606463,0.0,1.0
UGC05829,edge,3,1.773203112640718,1.773203112640718,1.9300072839877966,0.0,1.0
UGC05918,core,1,3.716149273447819,3.716149273447819,3.716149273447819,0.0,1.0
UGC05918,inner_disk,2,4.511178049350885,4.511178049350885,4.5553850479577385,0.0,1.0
UGC05918,mid_disk,1,2.888339939797876,2.888339939797876,2.888339939797876,0.0,1.0
UGC05918,outer_disk,2,2.9278482548140063,2.9278482548140063,2.999049146811874,0.0,1.0
UGC05918,edge,2,2.693263067336508,2.693263067336508,2.72088120388005,0.0,1.0
UGC05986,core,3,0.249496442488619,0.3677656035463026,0.6092166301033641,0.3333333333333333,0.0
UGC05986,inner_disk,2,0.7139949357492754,0.7139949357492754,0.8048659195843818,0.0,0.0
UGC05986,mid_disk,3,1.239017657998921,1.239017657998921,1.3243028703901412,0.0,1.0
UGC05986,outer_disk,3,1.8195474127050009,1.8195474127050009,2.0688655854890823,0.0,1.0
UGC05986,edge,4,2.607052652119325,2.6070526521193247,2.7297917943638743,0.0,1.0
UGC05999,core,0,,,,,
UGC05999,inner_disk,1,0.2732501445234718,0.2732501445234718,0.2732501445234718,0.0,0.0
UGC05999,mid_disk,1,2.064645459984775,2.064645459984775,2.064645459984775,0.0,1.0
UGC05999,outer_disk,1,2.249314142675903,2.249314142675903,2.249314142675903,0.0,1.0
UGC05999,edge,2,2.383837097091842,2.383837097091842,2.761559004358783,0.0,1.0
UGC06399,core,1,0.45495492298702916,0.45495492298702916,0.45495492298702916,0.0,0.0
UGC06399,inner_disk,2,1.2273432226895673,1.2273432226895673,1.5080476449910547,0.0,0.5
UGC06399,mid_disk,2,1.554455914635557,1.554455914635557,1.6879523703566728,0.0,1.0
UGC06399,outer_disk,2,1.885821122466261,1.885821122466261,1.8886810935787504,0.0,1.0
UGC06399,edge,2,2.1513863807746287,2.1513863807746287,2.3094753838749247,0.0,1.0
UGC06446,core,3,2.1285905342896894,2.12859053428969,2.7830233381068554,0.0,1.0
UGC06446,inner_disk,4,2.9110917158625713,2.911091715862571,3.283604357223151,0.0,1.0
UGC06446,mid_disk,3,3.4847145963462425,3.4847145963462425,3.5576959813017606,0.0,1.0
UGC06446,outer_disk,3,2.9747412634741313,2.9747412634741313,3.1385444288259063,0.0,1.0
UGC06446,edge,4,3.277615129221491,3.277615129221491,3.5110418004328547,0.0,1.0
UGC06614,core,5,-0.23192514374521278,0.23192514374521278,0.40445497365181643,1.0,0.0
UGC06614,inner_disk,3,0.0654832911448946,0.28756894998771737,0.5295783616989179,0.6666666666666666,0.0
UGC06614,mid_disk,3,1.0887264845331712,1.0887264845331712,1.3884511677956894,0.0,0.6666666666666666
UGC06614,outer_disk,1,1.8623914618959607,1.8623914618959607,1.8623914618959607,0.0,1.0
UGC06614,edge,1,2.4123214354971134,2.4123214354971134,2.4123214354971134,0.0,1.0
UGC06628,core,1,-0.15286530920164523,0.15286530920164523,0.15286530920164523,1.0,0.0
UGC06628,inner_disk,1,0.03783109974448098,0.03783109974448098,0.03783109974448098,0.0,0.0
UGC06628,mid_disk,2,-0.18385478475702602,0.18385478475702602,0.2527310722587114,1.0,0.0
UGC06628,outer_disk,1,-0.29411160413156706,0.29411160413156706,0.29411160413156706,1.0,0.0
UGC06628,edge,2,-0.4128606056899302,0.4128606056899302,0.43554802920680685,1.0,0.0
UGC06667,core,1,13.775802733135087,13.775802733135087,13.775802733135087,0.0,1.0
UGC06667,inner_disk,2,13.302285595424147,13.302285595424147,16.008098460226968,0.0,1.0
UGC06667,mid_disk,2,7.863136675584309,7.863136675584309,7.901874355875524,0.0,1.0
UGC06667,outer_disk,2,6.105892834887106,6.105892834887106,6.211991913697381,0.0,1.0
UGC06667,edge,2,5.208736473965182,5.208736473965182,5.254400525389094,0.0,1.0
UGC06786,core,27,0.06399096614866992,0.1576387608030466,0.784659449401607,0.2222222222222222,0.0
UGC06786,inner_disk,8,0.5927184031174911,0.5927184031174911,0.9238626080861184,0.0,0.0
UGC06786,mid_disk,3,1.3762972785612881,1.3762972785612881,1.6357421528938616,0.0,1.0
UGC06786,outer_disk,3,2.2235684378677836,2.2235684378677836,2.4694675721154646,0.0,1.0
UGC06786,edge,4,2.9828893900660995,2.9828893900660995,3.271663513367133,0.0,1.0
UGC06787,core,42,-0.17801757287842648,0.2157854294858674,0.49729160686946683,0.8095238095238095,0.0
UGC06787,inner_disk,11,0.5017141393272287,0.5017141393272287,0.7043605120434349,0.0,0.0
UGC06787,mid_disk,7,1.180397270866214,1.1803972708662143,1.7444969928076697,0.0,0.5714285714285714
UGC06787,outer_disk,7,2.288978513810722,2.2889785138107217,2.6611917531560514,0.0,1.0
UGC06787,edge,4,3.339443823890572,3.339443823890572,3.9958667797746794,0.0,1.0
UGC06818,core,1,-0.2821243643891418,0.2821243643891418,0.2821243643891418,1.0,0.0
UGC06818,inner_disk,2,-0.34959124722565665,0.34959124722565665,0.48278249559161135,1.0,0.0
UGC06818,mid_disk,1,0.24006502000405008,0.24006502000405008,0.24006502000405008,0.0,0.0
UGC06818,outer_disk,2,1.4917977777610578,1.4917977777610578,1.752759172126185,0.0,1.0
UGC06818,edge,2,2.007438060026562,2.007438060026562,2.3653888829374385,0.0,1.0
UGC06917,core,1,0.1076393086419754,0.1076393086419754,0.1076393086419754,0.0,0.0
UGC06917,inner_disk,2,0.6531706589635937,0.6531706589635937,0.8544570236061515,0.0,0.0
UGC06917,mid_disk,3,1.120262145904097,1.1202621459040967,1.1873614648287263,0.0,1.0
UGC06917,outer_disk,2,1.1992501817578676,1.1992501817578676,1.2464074579118338,0.0,1.0
UGC06917,edge,3,1.4571144080642267,1.4571144080642267,1.5445399639979143,0.0,1.0
UGC06923,core,1,-0.3810744509797381,0.3810744509797381,0.3810744509797381,1.0,0.0
UGC06923,inner_disk,1,-0.12349677363024415,0.12349677363024415,0.12349677363024415,1.0,0.0
UGC06923,mid_disk,1,0.4692723969540046,0.4692723969540046,0.4692723969540046,0.0,0.0
UGC06923,outer_disk,1,0.6430819720020391,0.6430819720020391,0.6430819720020391,0.0,0.0
UGC06923,edge,2,0.7548958757628643,0.7548958757628643,0.806227746924622,0.0,0.0
UGC06930,core,1,0.08061991045859819,0.08061991045859819,0.08061991045859819,0.0,0.0
UGC06930,inner_disk,2,1.0429421715000557,1.0429421715000557,1.0720115407013924,0.0,1.0
UGC06930,mid_disk,2,0.9780014018836141,0.9780014018836141,0.9835867329620828,0.0,0.0
UGC06930,outer_disk,2,1.0445762881747287,1.0445762881747287,1.0803220739891823,0.0,1.0
UGC06930,edge,3,1.4813452262110307,1.4813452262110307,1.730790676279,0.0,1.0
UGC06973,core,0,,,,,
UGC06973,inner_disk,2,-0.7233629564260196,0.7233629564260196,0.7736016946976989,1.0,0.0
UGC06973,mid_disk,2,-0.5502673836114534,0.5502673836114534,0.6019327150146389,1.0,0.0
UGC06973,outer_disk,2,-0.32513759805453635,0.32513759805453635,0.3916813387319393,1.0,0.0
UGC06973,edge,3,-0.07649645805939236,0.08520082968849285,0.1625483741986952,0.6666666666666666,0.0
UGC06983,core,2,0.446239563896662,0.4680212602426975,0.9142608241393595,0.5,0.0
UGC06983,inner_disk,4,1.5541628788761548,1.5541628788761548,1.8070047519844556,0.0,1.0
UGC06983,mid_disk,3,1.9033008794381752,1.9033008794381752,2.021064073987268,0.0,1.0
UGC06983,outer_disk,4,2.1496075931452956,2.149607593145296,2.263554588311368,0.0,1.0
UGC06983,edge,4,2.406670379642719,2.406670379642719,2.705392220491451,0.0,1.0
UGC07089,core,2,0.13456154658975678,0.13456154658975678,0.1414352469649395,0.0,0.0
UGC07089,inner_disk,2,0.036565612214472104,0.06526156294155785,0.10182717515602996,0.5,0.0
UGC07089,mid_disk,2,0.3705573777668604,0.3705573777668604,0.4299998202295759,0.0,0.0
UGC07089,outer_disk,3,0.6908570091513472,0.6908570091513472,0.8095876006318998,0.0,0.0
UGC07089,edge,3,1.0870508060804918,1.0870508060804918,1.2610535521337374,0.0,0.6666666666666666
UGC07125,core,2,-0.034661736760945874,0.15753259385938445,0.1921943306203303,0.5,0.0
UGC07125,inner_disk,3,0.5382100522270484,0.5382100522270484,0.8396702316388513,0.0,0.0
UGC07125,mid_disk,2,0.8887130363419509,0.8887130363419509,0.9196369841989097,0.0,0.0
UGC07125,outer_disk,3,0.8106281208703675,0.8106281208703675,0.9999329068123548,0.0,0.0
UGC07125,edge,3,0.9930530649607197,0.9930530649607195,1.2508300450469545,0.0,0.3333333333333333
UGC07151,core,2,0.041590595498436564,0.0890271614815576,0.13061775697999417,0.5,0.0
UGC07151,inner_disk,2,0.6370306611719843,0.6370306611719843,0.6506321865697721,0.0,0.0
UGC07151,mid_disk,2,0.6643785820336132,0.6643785820336132,0.6780594316431312,0.0,0.0
UGC07151,outer_disk,2,0.8409336760576551,0.8409336760576551,0.8619447154757405,0.0,0.0
UGC07151,edge,3,0.8548918743792188,0.8548918743792188,0.8793770858177792,0.0,0.0
UGC07232,core,0,,,,,
UGC07232,inner_disk,1,0.060704175694509456,0.060704175694509456,0.060704175694509456,0.0,0.0
UGC07232,mid_disk,1,0.013634090261041055,0.013634090261041055,0.013634090261041055,0.0,0.0
UGC07232,outer_disk,1,0.6250299519156178,0.6250299519156178,0.6250299519156178,0.0,0.0
UGC07232,edge,1,1.5691286022706266,1.5691286022706266,1.5691286022706266,0.0,1.0
UGC07261,core,1,1.7922232228363029,1.7922232228363029,1.7922232228363029,0.0,1.0
UGC07261,inner_disk,1,0.5105303259228923,0.5105303259228923,0.5105303259228923,0.0,0.0
UGC07261,mid_disk,2,0.7727411516651472,0.7727411516651472,0.8615930529056183,0.0,0.0
UGC07261,outer_disk,1,1.3628048011658855,1.3628048011658855,1.3628048011658855,0.0,1.0
UGC07261,edge,2,1.6974938667417283,1.6974938667417283,1.7330786516684247,0.0,1.0
UGC07323,core,1,0.17948776189301138,0.17948776189301138,0.17948776189301138,0.0,0.0
UGC07323,inner_disk,2,-0.013438061105857909,0.013438061105857909,0.013721434973919882,1.0,0.0
UGC07323,mid_disk,2,0.13872354347880367,0.13872354347880367,0.1726997028034065,0.0,0.0
UGC07323,outer_disk,3,0.44190159598588713,0.44190159598588713,0.49867462633372717,0.0,0.0
UGC07323,edge,2,0.5608682845223405,0.5608682845223405,0.6175204420190016,0.0,0.0
UGC07399,core,2,1.6479596171040911,1.6479596171040911,2.1150111601916937,0.0,1.0
UGC07399,inner_disk,2,3.6130387476747545,3.6130387476747545,3.8153988239203245,0.0,1.0
UGC07399,mid_disk,1,3.927266062253707,3.927266062253707,3.927266062253707,0.0,1.0
UGC07399,outer_disk,2,4.64540450516092,4.64540450516092,4.841783013604268,0.0,1.0
UGC07399,edge,3,5.527310452746247,5.527310452746247,5.9490786409838545,0.0,1.0
UGC07524,core,6,1.089292332885025,1.1335108878186453,1.734954108896446,0.16666666666666666,0.6666666666666666
UGC07524,inner_disk,6,1.9007003858823859,1.9007003858823859,2.172971717328144,0.0,1.0
UGC07524,mid_disk,6,2.161437772659111,2.161437772659111,2.266974575635609,0.0,1.0
UGC07524,outer_disk,6,2.034757228812774,2.0347572288127735,2.263952261707627,0.0,1.0
UGC07524,edge,7,1.5796998895109928,1.5796998895109926,1.6586749266838845,0.0,1.0
UGC07559,core,1,-0.12247439338363698,0.12247439338363698,0.12247439338363698,1.0,0.0
UGC07559,inner_disk,1,-0.01606651563158604,0.01606651563158604,0.01606651563158604,1.0,0.0
UGC07559,mid_disk,2,0.5530733145183842,0.5530733145183842,0.741240884308358,0.0,0.0
UGC07559,outer_disk,1,1.0988340524635942,1.0988340524635942,1.0988340524635942,0.0,1.0
UGC07559,edge,2,1.0828955795132074,1.0828955795132074,1.1450758908116203,0.0,1.0
UGC07577,core,1,-0.0700352370188151,0.0700352370188151,0.0700352370188151,1.0,0.0
UGC07577,inner_disk,2,-0.3015717089963962,0.3015717089963962,0.3061328104710954,1.0,0.0
UGC07577,mid_disk,2,-0.3657864158223264,0.3657864158223264,0.40387756437871153,1.0,0.0
UGC07577,outer_disk,2,-0.1886396297054848,0.1886396297054848,0.22543140035413733,1.0,0.0
UGC07577,edge,2,0.22894453437130258,0.22894453437130258,0.41401419994439287,0.0,0.0
UGC07603,core,2,0.11359129902961207,0.171276672499295,0.2848679715289071,0.5,0.0
UGC07603,inner_disk,2,1.0140727811948138,1.0140727811948138,1.3268881837510618,0.0,0.5
UGC07603,mid_disk,3,2.032766408252811,2.032766408252811,2.3806571456253445,0.0,1.0
UGC07603,outer_disk,2,3.154361269507908,3.154361269507908,3.470856188020765,0.0,1.0
UGC07603,edge,3,4.1543460793386915,4.1543460793386915,4.6071974731471235,0.0,1.0
UGC07608,core,1,0.8617244270542204,0.8617244270542204,0.8617244270542204,0.0,0.0
UGC07608,inner_disk,2,4.556770142136225,4.556770142136225,5.43131574984058,0.0,1.0
UGC07608,mid_disk,1,4.742869133255981,4.742869133255981,4.742869133255981,0.0,1.0
UGC07608,outer_disk,2,5.16802338208527,5.16802338208527,5.285066290647888,0.0,1.0
UGC07608,edge,2,4.860206292136649,4.860206292136649,5.044797276566264,0.0,1.0
UGC07690,core,1,-0.028345866427469762,0.028345866427469762,0.028345866427469762,1.0,0.0
UGC07690,inner_disk,1,0.4165984982480878,0.4165984982480878,0.4165984982480878,0.0,0.0
UGC07690,mid_disk,2,0.613156011646031,0.613156011646031,0.6194667259974005,0.0,0.0
UGC07690,outer_disk,1,0.7696416359687401,0.7696416359687401,0.7696416359687401,0.0,0.0
UGC07690,edge,2,1.0283684421650214,1.0283684421650214,1.1224613055173691,0.0,0.5
UGC07866,core,1,0.592101533376477,0.592101533376477,0.592101533376477,0.0,0.0
UGC07866,inner_disk,1,1.0169130020042656,1.0169130020042656,1.0169130020042656,0.0,1.0
UGC07866,mid_disk,2,0.7590027696701103,0.7590027696701103,0.760209545086861,0.0,0.0
UGC07866,outer_disk,1,0.9097684594260661,0.9097684594260661,0.9097684594260661,0.0,0.0
UGC07866,edge,2,1.1941415270887528,1.1941415270887528,1.3165054155960116,0.0,1.0
UGC08286,core,3,1.9912312363337303,1.9912312363337303,3.02225534602224,0.0,0.6666666666666666
UGC08286,inner_disk,3,2.4494467312398958,2.4494467312398958,2.799047681414416,0.0,1.0
UGC08286,mid_disk,4,2.268965786162569,2.268965786162569,2.3876857740763766,0.0,1.0
UGC08286,outer_disk,3,3.0770349993980184,3.0770349993980184,3.498754602733002,0.0,1.0
UGC08286,edge,4,3.7336377357629864,3.7336377357629864,3.9191994482237686,0.0,1.0
UGC08490,core,6,1.011036934378421,1.011036934378421,1.5052461318862578,0.0,0.5
UGC08490,inner_disk,6,2.036150212413522,2.036150212413522,2.3012782727318664,0.0,1.0
UGC08490,mid_disk,6,3.2428887356462206,3.2428887356462206,3.8888430010256183,0.0,1.0
UGC08490,outer_disk,6,4.411011278971416,4.411011278971416,4.831846286732604,0.0,1.0
UGC08490,edge,6,5.0258425743020325,5.0258425743020325,5.357096859329638,0.0,1.0
UGC08550,core,2,1.272235683938165,1.272235683938165,1.4753323283541186,0.0,1.0
UGC08550,inner_disk,2,1.5165307105665815,1.5165307105665815,1.5820815504436274,0.0,1.0
UGC08550,mid_disk,2,2.732085553832836,2.732085553832836,3.193628663140686,0.0,1.0
UGC08550,outer_disk,2,4.057249746019319,4.057249746019319,4.300124681705517,0.0,1.0
UGC08550,edge,3,3.7739326427021282,3.7739326427021282,4.224590750764762,0.0,1.0
UGC08699,core,14,-0.2631277553441594,0.2631277553441594,0.5224125695204516,1.0,0.0
UGC08699,inner_disk,19,0.24922726207540388,0.24922726207540388,0.34946486556508227,0.0,0.0
UGC08699,mid_disk,3,0.6283830219576813,0.6283830219576813,0.7959242248873142,0.0,0.0
UGC08699,outer_disk,2,1.216720419279441,1.216720419279441,1.3683951353251638,0.0,1.0
UGC08699,edge,3,1.9409635232096323,1.9409635232096323,2.31080684963021,0.0,1.0
UGC08837,core,1,-0.6146944514547356,0.6146944514547356,0.6146944514547356,1.0,0.0
UGC08837,inner_disk,2,-0.12927225801974387,0.15162752809888266,0.28089978611862654,0.5,0.0
UGC08837,mid_disk,1,0.08738881810484972,0.08738881810484972,0.08738881810484972,0.0,0.0
UGC08837,outer_disk,2,0.5245531866515691,0.5245531866515691,0.7319167147572512,0.0,0.0
UGC08837,edge,2,0.928067001341494,0.928067001341494,0.9314946465574377,0.0,0.0
UGC09037,core,3,-0.6481643815444634,0.6481643815444634,0.7937612242592675,1.0,0.0
UGC09037,inner_disk,5,-0.336282361291991,0.336282361291991,0.40700728187421764,1.0,0.0
UGC09037,mid_disk,4,-0.07691929972354503,0.09945694824604737,0.17931670034488867,0.75,0.0
UGC09037,outer_disk,5,0.29318619692097403,0.2931861969209741,0.35892244921729444,0.0,0.0
UGC09037,edge,5,0.45012072095991407,0.45012072095991407,0.5404021707109502,0.0,0.0
UGC09133,core,39,-0.16262204900432012,0.24186915774562479,1.1927749723054635,0.8461538461538461,0.02564102564102564
UGC09133,inner_disk,8,0.451794874004489,0.4517948740044889,0.6599757429729239,0.0,0.0
UGC09133,mid_disk,8,1.2141721251938582,1.2141721251938582,1.5902829344874898,0.0,0.625
UGC09133,outer_disk,8,1.7149893395615847,1.7149893395615847,1.8709818705928838,0.0,1.0
UGC09133,edge,5,2.236719875313883,2.236719875313883,2.742755846492097,0.0,1.0
UGC09992,core,0,,,,,
UGC09992,inner_disk,2,0.6143287518579056,0.6143287518579056,0.741806488102881,0.0,0.0
UGC09992,mid_disk,0,,,,,
UGC09992,outer_disk,1,0.4786279201883083,0.4786279201883083,0.4786279201883083,0.0,0.0
UGC09992,edge,2,0.42493575412232487,0.42493575412232487,0.4813429781983236,0.0,0.0
UGC10310,core,1,1.3717301403857511,1.3717301403857511,1.3717301403857511,0.0,1.0
UGC10310,inner_disk,1,1.2835883765232141,1.2835883765232141,1.2835883765232141,0.0,1.0
UGC10310,mid_disk,2,1.5558089410966085,1.5558089410966085,1.5840890387858346,0.0,1.0
UGC10310,outer_disk,1,1.23973961541589,1.23973961541589,1.23973961541589,0.0,1.0
UGC10310,edge,2,1.3075310739566466,1.3075310739566466,1.4228847903866704,0.0,1.0
UGC11455,core,13,-0.39520820943886836,0.39520820943886836,0.7570053870995048,1.0,0.0
UGC11455,inner_disk,10,-0.26658345916636184,0.2665834591663618,0.31914523090383345,1.0,0.0
UGC11455,mid_disk,5,-0.12081617234142908,0.12081617234142909,0.15477450029811424,1.0,0.0
UGC11455,outer_disk,4,0.061496363499939165,0.10012965304089573,0.15879187306765824,0.25,0.0
UGC11455,edge,4,0.49376325737749294,0.4937632573774929,0.585470958887037,0.0,0.0
UGC11557,core,3,-0.8428585140173865,0.8428585140173865,0.9669617873838214,1.0,0.0
UGC11557,inner_disk,3,-0.55311926912273,0.55311926912273,0.6062896479102503,1.0,0.0
UGC11557,mid_disk,3,-0.2993086944023244,0.2993086944023244,0.38207878974348913,1.0,0.0
UGC11557,outer_disk,1,-0.34698730997453975,0.34698730997453975,0.34698730997453975,1.0,0.0
UGC11557,edge,2,-0.13963305418916377,0.13963305418916377,0.24821963111011097,1.0,0.0
UGC11820,core,5,1.6596299481618402,1.6596299481618406,2.4930970398731573,0.0,0.6
UGC11820,inner_disk,1,2.5419199870193796,2.5419199870193796,2.5419199870193796,0.0,1.0
UGC11820,mid_disk,1,2.404324112741925,2.404324112741925,2.404324112741925,0.0,1.0
UGC11820,outer_disk,1,2.4178778608329243,2.4178778608329243,2.4178778608329243,0.0,1.0
UGC11820,edge,2,3.3582096882128383,3.3582096882128383,3.6288845461785897,0.0,1.0
UGC12506,core,6,2.888917237969633,2.888917237969633,9.085230726189465,0.0,0.8333333333333334
UGC12506,inner_disk,6,0.8195787405082949,0.8195787405082949,0.8818657721942736,0.0,0.0
UGC12506,mid_disk,6,1.1434145311914088,1.143414531191409,1.3603588091062622,0.0,0.8333333333333334
UGC12506,outer_disk,6,1.518107971506132,1.518107971506132,1.656534127167197,0.0,1.0
UGC12506,edge,7,1.5553447436687016,1.5553447436687016,1.6332681321542193,0.0,1.0
UGC12632,core,2,1.8249172536301903,1.8249172536301903,1.8643656461553408,0.0,1.0
UGC12632,inner_disk,4,2.6235238528004814,2.6235238528004814,2.95222516306771,0.0,1.0
UGC12632,mid_disk,2,2.855757533385332,2.855757533385332,2.85647066670507,0.0,1.0
UGC12632,outer_disk,4,2.37871704828258,2.37871704828258,2.5406622641345695,0.0,1.0
UGC12632,edge,3,2.228807090404568,2.2288070904045676,2.3435315421676073,0.0,1.0
UGC12732,core,3,1.8251888370070135,1.8251888370070135,2.2398376112675242,0.0,1.0
UGC12732,inner_disk,3,2.5839672299457344,2.5839672299457344,2.836893491693262,0.0,1.0
UGC12732,mid_disk,3,3.106023060932985,3.106023060932985,3.298568950563747,0.0,1.0
UGC12732,outer_disk,3,3.402957233646013,3.402957233646013,3.501389172334498,0.0,1.0
UGC12732,edge,4,3.0149987278846653,3.0149987278846653,3.0826472919418757,0.0,1.0
UGCA281,core,1,1.8297528297528303,1.8297528297528303,1.8297528297528303,0.0,1.0
UGCA281,inner_disk,2,0.5076152901885265,0.5076152901885265,0.5083085539704519,0.0,0.0
UGCA281,mid_disk,1,0.8333605444538407,0.8333605444538407,0.8333605444538407,0.0,0.0
UGCA281,outer_disk,1,0.9040830590614465,0.9040830590614465,0.9040830590614465,0.0,0.0
UGCA281,edge,2,1.211480911681183,1.211480911681183,1.3037375743105928,0.0,1.0
UGCA442,core,2,2.5830485141662605,2.5830485141662605,3.330263092903943,0.0,1.0
UGCA442,inner_disk,1,1.9435326769774945,1.9435326769774945,1.9435326769774945,0.0,1.0
UGCA442,mid_disk,2,2.9802908412249574,2.9802908412249574,3.4259593872419702,0.0,1.0
UGCA442,outer_disk,1,4.225775735995944,4.225775735995944,4.225775735995944,0.0,1.0
UGCA442,edge,2,6.427119028604346,6.427119028604346,7.115609910742909,0.0,1.0
UGCA444,core,6,7.484743980207109,7.48474398020711,13.118545385129325,0.0,1.0
UGCA444,inner_disk,8,2.793483427139358,2.793483427139358,3.5668535627701536,0.0,1.0
UGCA444,mid_disk,7,2.078368969280741,2.078368969280741,2.5322828777005912,0.0,1.0
UGCA444,outer_disk,7,2.8564119222196704,2.856411922219671,3.2891152022225185,0.0,1.0
UGCA444,edge,8,4.087773822041482,4.087773822041482,5.720264835856561,0.0,1.0
